_id,,Artist,Url_spotify,Track,Album,Album_type,Uri,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Title,Channel,Views,Likes,Comments,Description,Licensed,official_video,Stream
65b21e65fdad676b3218865b,1147,Luis Fonsi,https://open.spotify.com/artist/4V8Sr092TqfHkfAA5fXXqG,Despacito,VIDA,album,spotify:track:6habFhsOp2NvshLv26DqMb,0.655,0.797,2,-4.787,0.153,0.198,0,0.067,0.839,177.928,229360,https://www.youtube.com/watch?v=kJQP7kiw5Fk,Luis Fonsi - Despacito ft. Daddy Yankee,LuisFonsiVEVO,8079649362,50788652,4252791,“Despacito” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/DOoUzFp \n“Imposible” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/IMPOSIBLEFp\n“Calypso” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/CLYPSFp\nEchame La Culpa disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/ELCFp\n\n\nBest of Luis Fonsi / Lo mejor Luis Fonsi: https://goo.gl/KLWPSa \nSubscribe here: https://goo.gl/nkhcGc\nSigue a Luis Fonsi: \nOfficial Site: http://www.luisfonsi.com/ \nFacebook: https://www.facebook.com/luisfonsi/ \nTwitter: https://twitter.com/LuisFonsi \nInstagram: https://www.instagram.com/luisfonsi\n\n#LuisFonsi #Despacito #Imposible #Calypso #EchamelaCulpa #NadaEsImposible #NothingisImpossible #LF\n\n\nMusic video by Luis Fonsi performing Despacito. (C) 2017 Universal Music Latino,true,true,1506598267
65b21e65fdad676b3218834d,365,Daddy Yankee,https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m,Despacito,VIDA,album,spotify:track:6habFhsOp2NvshLv26DqMb,0.655,0.797,2,-4.787,0.153,0.198,0,0.067,0.839,177.928,229360,https://www.youtube.com/watch?v=kJQP7kiw5Fk,Luis Fonsi - Despacito ft. Daddy Yankee,LuisFonsiVEVO,8079646911,50788626,4252791,“Despacito” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/DOoUzFp \n“Imposible” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/IMPOSIBLEFp\n“Calypso” disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/CLYPSFp\nEchame La Culpa disponible ya en todas las plataformas digitales: https://UMLE.lnk.to/ELCFp\n\n\nBest of Luis Fonsi / Lo mejor Luis Fonsi: https://goo.gl/KLWPSa \nSubscribe here: https://goo.gl/nkhcGc\nSigue a Luis Fonsi: \nOfficial Site: http://www.luisfonsi.com/ \nFacebook: https://www.facebook.com/luisfonsi/ \nTwitter: https://twitter.com/LuisFonsi \nInstagram: https://www.instagram.com/luisfonsi\n\n#LuisFonsi #Despacito #Imposible #Calypso #EchamelaCulpa #NadaEsImposible #NothingisImpossible #LF\n\n\nMusic video by Luis Fonsi performing Despacito. (C) 2017 Universal Music Latino,true,true,1506598267
65b21e69fdad676b3218b284,12452,Ed Sheeran,https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V,Shape of You,÷ (Deluxe),album,spotify:track:7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0.0802,0.581,0,0.0931,0.931,95.977,233713,https://www.youtube.com/watch?v=JGwWNGJdvx8,Ed Sheeran - Shape of You (Official Music Video),Ed Sheeran,5908398479,31047780,1130327,"The official music video for Ed Sheeran - Shape Of You\nThe new album ""="" is out now - listen here: https://es.lnk.to/equals\n \nTaken from the studio album ÷ (divide) released in 2017, which featured the hit singles 'Castle on the Hill', 'Shape of You', 'Galway Girl', ‘Perfect’ & 'Happier'. \n \nSubscribe to the Ed Sheeran channel for all the best and latest official music videos, behind the scenes and live performances.  \nhttp://bit.ly/SubscribeToEdSheeran \n \nSee more official videos from Ed Sheeran here: \nhttps://www.youtube.com/watch?v=ryJgDL9jzKk&list=PLjp0AEEJ0-fGKG_3skl0e1FQlJfnx-TJz \n\nListen to more from the album ÷ (divide): https://www.youtube.com/playlist?list=PLjp0AEEJ0-fGi7bkjrGhBLUF9NMraL9cL \n \nFollow Ed Sheeran on:\nInstagram: http://instagram.com/teddysphotos\nTikTok: https://www.tiktok.com/@edsheeran\nFacebook: http://www.facebook.com/EdSheeranMusic\nTwitter: http://twitter.com/edsheeran\nDiscord: http://discord.gg/edsheeran\nOfficial Website: http://edsheeran.com  \n  \nVIDEO CREDITS: \nDirector|DOP: Jason Koenig\nProducer: Honna Kimmerer\nProduction company: Anonymous Content\nExec Producer: Nina Soriano\n\nCinematography: Johnny Valencia, Ryan Haug \nEdited by: Johnny Valencia, Jason Koenig\nCommissioner: Dan Curwin\n\nCo-Starring: \nJennie Pegouskie\nYama\n\n-- | LYRICS |--\n\nThe club isn’t the best place to find a lover\nSo the bar is where I go \nMe and my friends at the table doing shots drinking fast and then we talk slow\nyou come over and start up a conversation with just me and trust me I’ll give it a chance now\nTake my hand stop, put van the man on the jukebox and then we start to dance\nAnd now I’m singing like\n\nGirl you know I want your love\nYour love was handmade for somebody like me\nCome on now follow my lead\nI may be crazy don’t mind me \nSay boy let’s not talk too much \nGrab on my waist and put that body on me\nCome on now follow my lead\nCome come on now follow my lead\n\nI’m in love with the shape of you\nWe push and pull like a magnet do\nAlthough my heart is falling too\nI’m in love with your body\nLast night you were in my room \nAnd now my bed sheets smell like you \nEvery day discovering something brand new\nI’m in love with your body\n\nOh I X 4\nI’m in love with your body\nOh I X 4\nI’m in love with your body\nOh I X 4\nI’m in love with your body\nEvery day discovering something brand new\nI’m in love with the shape of you \n\nOne week in we let the story begin\nWe’re going out on our first date\nYou and me are thrifty\nSo go all you can eat \nFill up your bag and I fill up a plate\nWe talk for hours and hours about the sweet and the sour\nAnd how your family’s doing ok\nleave and get in a taxi, then kiss in the backseat\nTell the driver make the radio play\nand I'm singing like\n\nGirl you know I want your love\nYour love was handmade for somebody like me\nCome on now follow my lead \nI may be crazy, don’t mind me\nSay boy let’s not talk too much \nGrab on my waist and put that body on me\nCome on now follow my lead\nCome come on now follow my lead\n\nI’m in love with the shape of you\nWe push and pull like a magnet do\nAlthough my heart is falling too\nI’m in love with your body\nLast night you were in my room \nAnd now my bed sheets smell like you \nEvery day discovering something brand new\n\nWell I’m in love with your body\nOh I x 4 \nI’m in love with your body\nOh I x 4\nI’m in love with your body\nOh I X 4\nI’m in love with your body\nEvery day discovering something brand new\nI’m in love with the shape of you \n\nCome on be my baby come on X 8\n\nI’m in love with the shape of you\nWe push and pull like a magnet do\nAlthough my heart is falling too\nI’m in love with your body\nLast night you were in my room \nAnd now my bed sheets smell like you \nEvery day discovering something brand new\n\nWell I’m in love with your body\nCome on be my baby come on X 6\nEvery day discovering something brand new\nI’m in love with the shape of you \n \nAbout Ed Sheeran: \nEd Sheeran may be the quintessential pop star of the 2010s: an internationally acclaimed, multi-award winning singer/songwriter who seems to acknowledge no boundaries between styles or eras with elements of folk, hip-hop, pop, dance, soul, and rock woven throughout his music. \n\nHis incredible catalogue includes the studio albums ‘+’ (plus), ‘x’ (multiply) and ‘÷’ (divide) which spawned hit singles such as ‘The A team’ , ’Lego House’, ‘Sing', ‘Thinking Out Loud’, ‘Photograph’, ‘Shape Of You’, ‘Castle on The Hill’ and ‘Perfect’. \n \nIn 2019, Ed Sheeran released the genre-spanning ‘No.6 Collaborations Project’ which featured a wide-range of artists including ‘Justin Bieber’, ‘Camilla’ Cabello’, ‘Travis Scott’, ‘Eminem’, ‘Cardi B, ‘Paulo Londra’, ‘Bruno Mars’ and ‘Stormzy’ amongst many others, producing hits such as ‘I Don’t Care’, ‘Beautiful People’, ‘South of The Border’ and ‘Take Me Back To London’. \n \n#EdSheeran #ShapeOfYou #divide",true,true,3362005201
65b21e6afdad676b3218bad4,14580,Charlie Puth,https://open.spotify.com/artist/6VuMaDnrHyPL1p4EHjYLi7,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),single,spotify:track:2JzZzZUQj3Qff7wapcbKjc,0.689,0.481,10,-7.503,0.0815,0.369,0.00000103,0.0649,0.283,80.025,229526,https://www.youtube.com/watch?v=RgKAFK5djSk,Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,Wiz Khalifa Music,5773798407,40147674,2127346,Download the new Furious 7 Soundtrack Deluxe Version on iTunes here: https://apple.co/3paGCzN\n\nSee Wiz on tour http://wizkhalifa.com/tour\n\nTag ‪#‎SeeYouAgain‬ on Shazam and get an exclusive behind the scenes look at the music video!\n\nGet official merch here: http://atlr.ec/OfficialWKMerchYT\n\nStream Furious 7 on Spotify: http://smarturl.it/streamFurious7\n\nListen on Apple Music: https://apple.co/3r503MR\n\nDirected by: Marc Klasfeld\n\nFollow Wiz:\n►Subscribe to channel: http://goo.gl/y3Bnno\n►Twitter - https://twitter.com/wizkhalifa\n►Facebook - https://facebook.com/wizkhalifa\n►Instagram - https://instagram.com/mistercap\n►Soundcloud - https://soundcloud.com/wizkhalifa\n►Website: http://wizkhalifa.com\n►Taylor Gang: http://taylorgang.com\n\nFollow Charlie Puth:\n►Subscribe to channel: https://www.youtube.com/charlieputh\n►Twitter - https://twitter.com/charlieputh\n►Facebook - https://www.facebook.com/charlieputh\n►Instagram - http://instagram.com/charlieputh\n►Soundcloud - https://soundcloud.com/charlieputh\n►Website: http://charlieputh.com/\n\nWiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,true,true,1521254554
65b21e69fdad676b3218b295,12469,Wiz Khalifa,https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),single,spotify:track:2JzZzZUQj3Qff7wapcbKjc,0.689,0.481,10,-7.503,0.0815,0.369,0.00000103,0.0649,0.283,80.025,229526,https://www.youtube.com/watch?v=RgKAFK5djSk,Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,Wiz Khalifa Music,5773797147,40147618,2127345,Download the new Furious 7 Soundtrack Deluxe Version on iTunes here: https://apple.co/3paGCzN\n\nSee Wiz on tour http://wizkhalifa.com/tour\n\nTag ‪#‎SeeYouAgain‬ on Shazam and get an exclusive behind the scenes look at the music video!\n\nGet official merch here: http://atlr.ec/OfficialWKMerchYT\n\nStream Furious 7 on Spotify: http://smarturl.it/streamFurious7\n\nListen on Apple Music: https://apple.co/3r503MR\n\nDirected by: Marc Klasfeld\n\nFollow Wiz:\n►Subscribe to channel: http://goo.gl/y3Bnno\n►Twitter - https://twitter.com/wizkhalifa\n►Facebook - https://facebook.com/wizkhalifa\n►Instagram - https://instagram.com/mistercap\n►Soundcloud - https://soundcloud.com/wizkhalifa\n►Website: http://wizkhalifa.com\n►Taylor Gang: http://taylorgang.com\n\nFollow Charlie Puth:\n►Subscribe to channel: https://www.youtube.com/charlieputh\n►Twitter - https://twitter.com/charlieputh\n►Facebook - https://www.facebook.com/charlieputh\n►Instagram - http://instagram.com/charlieputh\n►Soundcloud - https://soundcloud.com/charlieputh\n►Website: http://charlieputh.com/\n\nWiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,true,true,1521254554
65b21e6cfdad676b3218d12f,20303,CoComelon,https://open.spotify.com/artist/6SXTTUJxIVwMbc1POrviTr,Wheels on the Bus,"CoComelon Kids Hits, Vol. 1",album,spotify:track:6YQ7aPJhk0MGpwoKfFAEbS,0.941,0.387,9,-11.92,0.0427,0.184,0.0000288,0.157,0.965,125.021,207340,https://www.youtube.com/watch?v=e_04ZrNroTo,Wheels on the Bus | CoComelon Nursery Rhymes & Kids Songs,Cocomelon - Nursery Rhymes,4898831101,14396841,0,"Bounce along in the bus all over town with this favorite nursery rhyme!\nhttps://www.youtube.com/c/Cocomelon?sub_confirmation=1\n\nLyrics: \n\nThe wheels on the bus go round and round\nRound and round\nRound and round\nThe wheels on the bus go round and round\nAll through the town\n\nThe doors on the bus go open and shut\nOpen and shut\nOpen and shut\nThe doors on the bus go open and shut\nAll through the town\n\nThe wipers on the bus go swish, swish, swish\nSwish, swish, swish\nSwish, swish, swish\nThe wipers on the bus go swish, swish, swish\nAll through the town\n\nThe signals on the bus go blink, blink, blink\nBlink, blink, blink\nBlink, blink, blink\nThe signals on the bus go blink, blink, blink\nAll through the town\n\nThe horn on the bus goes beep, beep, beep\nBeep, beep, beep\nBeep, beep, beep\nThe horn on the bus goes beep, beep, beep\nAll through the town\n\nThe motor on the bus goes vroom, vroom vroom\nVroom, vroom, vroom\nVroom, vroom, vroom\nThe motor on the bus goes vroom, vroom, vroom\nAll through the town\n\nThe people on the bus go up and down\nUp and down\nUp and down\nThe people on the bus go up and down\nAll through the town\n\nThe babies on the bus go “Wah, wah, wah!”\n“Wah, wah, wah!”\n“Wah, wah, wah!” \nThe babies on the bus go “Wah, wah, wah!”\nAll through the town\n\nThe mommies on the bus go “Shh, shh, shh!”\n“Shh, shh, shh!”\n“Shh, shh, shh!”\nThe mommies on the bus go “Shh, shh, shh!”\nAll through the town\n\nThe daddies on the bus go “I love you!”\n“I love you!”\n“I love you!”\nThe daddies on the bus go “I love you!”\nAll through the town\n\nAbout Cocomelon:\n\nWhere kids can be happy and smart!\n\nAt Cocomelon, our goal is to help make learning a fun and enjoyable experience for kids by creating beautiful 3D animation, educational lyrics, and toe-tapping music. \n\nKids will laugh, dance, sing, and play along with our videos, learning letters, numbers, animal sounds, colors, and much, much more while simply enjoying our friendly characters and fun stories.\n\nWe also make life easier for parents who want to keep their kids happily entertained, giving you the peace of mind that your children are receiving quality educational content.  Our videos also give you an opportunity to teach and play with your children as you both watch!\n\nWEBSITE: http://www.Cocomelon.com\nFACEBOOK: https://www.facebook.com/Cocomelonkids\nINSTAGRAM: https://www.instagram.com/cocomelon_official/\nTWITTER: https://www.twitter.com/Cocomelonkids\n\n\nCopyright © Treasure Studio, Inc. All rights reserved.",true,true,83434355
65b21e69fdad676b3218ab9e,10686,Mark Ronson,https://open.spotify.com/artist/3hv9jJF3adDNsBSIQDqcjp,Uptown Funk (feat. Bruno Mars),Uptown Special,album,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,0.0824,0.00801,0.0000815,0.0344,0.928,114.988,269667,https://www.youtube.com/watch?v=OPf0YbXqDm0,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,MarkRonsonVEVO,4821016218,20067879,598916,"Official Video for Uptown Funk by Mark Ronson ft. Bruno Mars\nListen to Mark Ronson: https://MarkRonson.lnk.to/listenYD\n\nSubscribe to the official Mark Ronson: https://MarkRonson.lnk.to/subscribeYD\n\nWatch more Mark Ronson videos: https://MarkRonson.lnk.to/listenYD/youtube\n\nFollow Mark Ronson:\nFacebook: https://MarkRonson.lnk.to/followFI\nInstagram: https://MarkRonson.lnk.to/followII\nTwitter: https://MarkRonson.lnk.to/followTI\nWebsite: https://MarkRonson.lnk.to/followWI\nSpotify: https://MarkRonson.lnk.to/followSI\nYouTube: https://MarkRonson.lnk.to/subscribeYD\n\n#MarkRonson #UptownFunk #BrunoMars #UptownSpecial #NewYearMusic #HappyNewYearMusic #NewYearPlaylist #HappyNewYear\n\nLyrics:\nDoh\nDoh doh doh, doh doh doh, doh doh\nDoh doh doh, doh doh doh, doh doh\nDoh doh doh, doh doh doh, doh doh\nDoh doh doh, doh duh (Aaaaaaow!)\n\nThis hit\nThat ice cold\nMichelle Pfeiffer\nThat white gold\nThis one for them hood girls\nThem good girls\nStraight masterpieces\nStylin', wiling\nLivin' it up in the city\nGot Chucks on with Saint Laurent\nGotta kiss myself I'm so pretty\n\nI'm too hot (hot damn)\nCall the police and the fireman\nI'm too hot (hot damn)\nMake a dragon wanna retire, man\nI'm too hot (hot damn)\nSay my name you know who I am\nI'm too hot (hot damn)\nAnd my band 'bout that money\nBreak it down...\n\nGirls hit your hallelujah (ooh)\nGirls hit your hallelujah (ooh)\nGirls hit your hallelujah (ooh)\n'Cause uptown funk gon' give it to you\n'Cause uptown funk gon' give it to you\n'Cause uptown funk gon' give it to you\nSaturday night and we in the spot\nDon't believe me just watch (Come on)\n\nDoh\nDoh doh doh, doh doh doh, doh doh (Hah!)\n\nDon't believe me just watch\n\nDon't believe me just watch\nDon't believe me just watch\nDon't believe me just watch\nDon't believe me just watch\nHey, hey, hey, oh!\n\nStop\nWait a minute\nFill my cup put some liquor in it\nTake a sip, sign the check\nJulio, get the stretch!\nRide to Harlem, Hollywood, Jackson, Mississippi\nIf we show up, we gon' show out\nSmoother than a fresh jar of Skippy\n\nI'm too hot (hot damn)\nCall the police and the fireman\nI'm too hot (hot damn)\nMake a dragon wanna retire, man\nI'm too hot (hot damn, hot damn)\nBitch, say my name you know who I am\nI'm too hot (hot damn)\nAnd my band 'bout that money\nBreak it down...\n\nGirls hit your hallelujah (ooh)\nGirls hit your hallelujah (ooh)\nGirls hit your hallelujah (ooh)\n'Cause uptown funk gon' give it to you\n'Cause uptown funk gon' give it to you\n'Cause uptown funk gon' give it to you\nSaturday night and we in the spot\nDon't believe me just watch (come on)\n\nDoh\nDoh doh doh, doh doh doh, doh doh (Hah!)\n\nDon't believe me just watch\n\nDon't believe me just watch\nDon't believe me just watch\nDon't believe me just watch\nDon't believe me just watch\nHey, hey, hey, oh!\n\nBefore we leave\nLet me tell y'all a little something\nUptown funk you up, uptown funk you up\nUptown funk you up, uptown funk you up, uh\nI said uptown funk you up, uptown funk you up\nUptown funk you up, uptown funk you up\n\nCome on, dance\nJump on it\nIf you sexy then flaunt it\nIf you freaky then own it\nDon't brag about it, come show me\nCome on, dance\nJump on it\nIf you sexy then flaunt it\nWell it's Saturday night and we in the spot\nDon't believe me just watch (come on)\n\nDoh\nDoh doh doh, doh doh doh, doh doh (Hah!)\n\nDon't believe me just watch\n\nDon't believe me just watch\nDon't believe me just watch\nDon't believe me just watch\nDon't believe me just watch\nHey, hey, hey, oh!\n\nUptown funk you up, uptown funk you up (say whaa?!)\nUptown funk you up, uptown funk you up\nUptown funk you up, uptown funk you up (say whaa?!)\nUptown funk you up, uptown funk you up\nUptown funk you up, uptown funk you up (say whaa?!)\nUptown funk you up, uptown funk you up\nUptown funk you up, uptown funk you up (say whaa?!)\nUptown funk you up\nAaaaaaow!",true,true,1653819736
65b21e68fdad676b3218a4c9,8937,PSY,https://open.spotify.com/artist/2dd5mrQZvg6SmahdgVKDzh,Gangnam Style (강남스타일),Gangnam Style (강남스타일),single,spotify:track:03UrZgTINDqvnUMbbIMhql,0.727,0.937,11,-2.871,0.286,0.00417,0,0.091,0.749,132.067,219493,https://www.youtube.com/watch?v=9bZkp7q19f0,PSY - GANGNAM STYLE(강남스타일) M/V,officialpsy,4679767471,26399133,5331537,PSY - ‘I LUV IT’ M/V @ https://youtu.be/Xvjnoagk6GU\nPSY - ‘New Face’ M/V @https://youtu.be/OwJPPaEyqhI\n\nPSY - 8TH ALBUM '4X2=8' on iTunes @\nhttps://smarturl.it/PSY_8thAlbum\n\nPSY - GANGNAM STYLE(강남스타일) on iTunes @ http://smarturl.it/PsyGangnam\n\n#PSY #싸이 #GANGNAMSTYLE #강남스타일\n\nMore about PSY@\nhttp://www.youtube.com/officialpsy\nhttp://www.facebook.com/officialpsy\nhttp://twitter.com/psy_oppa\nhttps://www.instagram.com/42psy42\nhttp://iTunes.com/PSY\nhttp://sptfy.com/PSY\nhttp://weibo.com/psyoppa,false,false,370991124
65b21e68fdad676b3218a741,9569,Maroon 5,https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP,Sugar,V,album,spotify:track:2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,0.0334,0.0591,0,0.0863,0.884,120.076,235493,https://www.youtube.com/watch?v=09R8_2nJtjg,Maroon 5 - Sugar (Official Music Video),Maroon5VEVO,3817733132,15340646,415496,Buy Sugar on iTunes: http://smarturl.it/M5V\n\nSign up for updates: http://smarturl.it/Maroon5.News\n\nCatch Maroon 5 on tour all year long  at www.maroon5.com\n\nMusic video by Maroon 5 performing Sugar. (C) 2015 Interscope Records,true,true,1502780803
65b21e6afdad676b3218b4c8,13032,Katy Perry,https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X,Roar,PRISM,album,spotify:track:27tNWlhdAryQY04Gb2ZhUI,0.671,0.771,7,-4.821,0.0316,0.00492,0.00000728,0.354,0.436,90.003,223546,https://www.youtube.com/watch?v=CevxZvSJLk8,Katy Perry - Roar (Official),KatyPerryVEVO,3725748519,15864499,763366,"Katy Perry's new album ""Smile"" out August 28 - http://katy.to/smileID\n\nListen to Katy’s new song “Smile”: https://katy.to/smileID\n\nGet “Roar” from Katy Perry’s ‘PRISM’: http://katy.to/PRISM\n\nKaty Perry Complete Collection on Spotify: http://katy.to/SpotifyCompleteYD\nKaty Perry Essentials on Apple Music: http://katy.to/AMEssentialsYD\nWatch your favorite Katy videos on YouTube: http://katy.to/MusicVideosYD\n\nFollow Katy Perry:\nWebsite: http://katy.to/WebsiteYD\nInstagram: http://katy.to/InstagramYD\nTwitter: http://katy.to/TwitterYD\nFacebook: http://katy.to/FacebookYD\n\nOfficial music video for Katy Perry's ""Roar"" brought to you in Junglescope directed by Grady Hall & Mark Kudsi and produced by Javier Jimenez, Danny Lockwood, Patrick Nugent, Derek Johnson and Oualid Mouaness.\n\nLyrics:\nI used to bite my tongue and hold my breath\nScared to rock the boat and make a mess\nSo I sit quietly\nAgree politely\n \nI guess that I forgot I had a choice\nI let you push me past the breaking point\nI stood for nothing\nSo I fell for everything\n \n(Pre-Chorus)\nYou held me down but I got up\nAlready brushing off the dust\nYou hear my voice, you hear that sound\nLike thunder, gonna shake the ground\n \nYou held me down but I got up\nGet ready ’cause I’ve had enough\nI see it all, I see it now\n \n(Chorus)\nI got the eye of the tiger, a fighter\nDancing through the fire\n‘Cause I am a champion\nAnd you’re gonna hear me roar\n \nLouder, louder than a lion\n‘Cause I am a champion\nAnd you’re gonna hear me roar\nYou’re gonna hear me roar\n \nNow I’m floating like a butterfly\nStinging like a bee, I earned my stripes\nI went from zero\nTo my own hero\n \n(Pre-Chorus)\nYou held me down but I got up\nAlready brushing off the dust\nYou hear my voice, you hear that sound\nLike thunder, gonna shake the ground\n \nYou held me down but I got up\nGet ready ’cause I’ve had enough\nI see it all, I see it now\n \n(Chorus)\nI got the eye of the tiger, a fighter\nDancing through the fire\n‘Cause I am a champion\nAnd you’re gonna hear me roar\n\nMusic video by Katy Perry performing Roar. (C) 2013 Capitol Records, LLC",true,true,884721001
